,OnlyDate,Geographic Zone,Product,Quantity Ordered,Year,Month,Day,DayOfWeek,Lag1,Lag7
2966,2019-07-16,Portland (OR),AAA Batteries (4-pack),2,2019,7,16,1,8.0,13.0
2965,2019-07-16,Portland (ME),AAA Batteries (4-pack),2,2019,7,16,1,2.0,2.0
2963,2019-07-16,New York City (NY),AAA Batteries (4-pack),10,2019,7,16,1,6.0,15.0
2957,2019-07-16,Boston (MA),AAA Batteries (4-pack),17,2019,7,16,1,10.0,8.0
2961,2019-07-16,Los Angeles (CA),AAA Batteries (4-pack),8,2019,7,16,1,22.0,18.0
2960,2019-07-16,Dallas (TX),ThinkPad Laptop,1,2019,7,16,1,1.0,1.0
2959,2019-07-16,Dallas (TX),AAA Batteries (4-pack),2,2019,7,16,1,3.0,9.0
2958,2019-07-16,Boston (MA),ThinkPad Laptop,1,2019,7,16,1,1.0,1.0
2962,2019-07-16,Los Angeles (CA),ThinkPad Laptop,2,2019,7,16,1,2.0,3.0
2956,2019-07-16,Austin (TX),AAA Batteries (4-pack),7,2019,7,16,1,6.0,4.0
2955,2019-07-16,Atlanta (GA),ThinkPad Laptop,2,2019,7,16,1,2.0,2.0
2954,2019-07-16,Atlanta (GA),AAA Batteries (4-pack),4,2019,7,16,1,5.0,9.0
2986,2019-07-17,Seattle (WA),AAA Batteries (4-pack),4,2019,7,17,2,12.0,3.0
2985,2019-07-17,San Francisco (CA),ThinkPad Laptop,2,2019,7,17,2,1.0,2.0
2984,2019-07-17,San Francisco (CA),AAA Batteries (4-pack),11,2019,7,17,2,13.0,45.0
2983,2019-07-17,Portland (ME),AAA Batteries (4-pack),3,2019,7,17,2,2.0,2.0
2982,2019-07-17,New York City (NY),AAA Batteries (4-pack),7,2019,7,17,2,10.0,15.0
2981,2019-07-17,Los Angeles (CA),ThinkPad Laptop,2,2019,7,17,2,2.0,1.0
2980,2019-07-17,Los Angeles (CA),AAA Batteries (4-pack),13,2019,7,17,2,8.0,7.0
2979,2019-07-17,Dallas (TX),ThinkPad Laptop,3,2019,7,17,2,1.0,4.0
2978,2019-07-17,Dallas (TX),AAA Batteries (4-pack),4,2019,7,17,2,2.0,3.0
2977,2019-07-17,Boston (MA),ThinkPad Laptop,1,2019,7,17,2,1.0,1.0
2976,2019-07-17,Boston (MA),AAA Batteries (4-pack),9,2019,7,17,2,17.0,6.0
2975,2019-07-17,Austin (TX),ThinkPad Laptop,1,2019,7,17,2,1.0,2.0
2974,2019-07-17,Austin (TX),AAA Batteries (4-pack),2,2019,7,17,2,7.0,8.0
2973,2019-07-17,Atlanta (GA),ThinkPad Laptop,1,2019,7,17,2,2.0,2.0
2972,2019-07-17,Atlanta (GA),AAA Batteries (4-pack),7,2019,7,17,2,4.0,1.0
3002,2019-07-18,Seattle (WA),ThinkPad Laptop,1,2019,7,18,3,1.0,3.0
3001,2019-07-18,Seattle (WA),AAA Batteries (4-pack),4,2019,7,18,3,4.0,4.0
3000,2019-07-18,San Francisco (CA),ThinkPad Laptop,4,2019,7,18,3,2.0,3.0
2999,2019-07-18,San Francisco (CA),AAA Batteries (4-pack),22,2019,7,18,3,11.0,14.0
2998,2019-07-18,Portland (OR),AAA Batteries (4-pack),7,2019,7,18,3,2.0,7.0
2997,2019-07-18,Portland (ME),AAA Batteries (4-pack),1,2019,7,18,3,3.0,1.0
2996,2019-07-18,New York City (NY),ThinkPad Laptop,1,2019,7,18,3,2.0,2.0
2995,2019-07-18,New York City (NY),AAA Batteries (4-pack),9,2019,7,18,3,7.0,10.0
2987,2019-07-18,Atlanta (GA),AAA Batteries (4-pack),4,2019,7,18,3,7.0,3.0
2993,2019-07-18,Los Angeles (CA),AAA Batteries (4-pack),12,2019,7,18,3,13.0,15.0
2992,2019-07-18,Dallas (TX),ThinkPad Laptop,1,2019,7,18,3,3.0,1.0
2991,2019-07-18,Dallas (TX),AAA Batteries (4-pack),4,2019,7,18,3,4.0,1.0
2990,2019-07-18,Boston (MA),ThinkPad Laptop,1,2019,7,18,3,1.0,1.0
2989,2019-07-18,Boston (MA),AAA Batteries (4-pack),5,2019,7,18,3,9.0,6.0
2988,2019-07-18,Austin (TX),AAA Batteries (4-pack),6,2019,7,18,3,2.0,7.0
2994,2019-07-18,Los Angeles (CA),ThinkPad Laptop,1,2019,7,18,3,2.0,4.0
3012,2019-07-19,New York City (NY),ThinkPad Laptop,1,2019,7,19,4,1.0,1.0
3018,2019-07-19,Seattle (WA),ThinkPad Laptop,1,2019,7,19,4,1.0,2.0
3017,2019-07-19,Seattle (WA),AAA Batteries (4-pack),4,2019,7,19,4,4.0,5.0
3016,2019-07-19,San Francisco (CA),ThinkPad Laptop,3,2019,7,19,4,4.0,2.0
3015,2019-07-19,San Francisco (CA),AAA Batteries (4-pack),21,2019,7,19,4,22.0,15.0
3014,2019-07-19,Portland (OR),ThinkPad Laptop,1,2019,7,19,4,1.0,1.0
3013,2019-07-19,Portland (OR),AAA Batteries (4-pack),4,2019,7,19,4,7.0,4.0
3011,2019-07-19,New York City (NY),AAA Batteries (4-pack),8,2019,7,19,4,9.0,15.0
3009,2019-07-19,Los Angeles (CA),AAA Batteries (4-pack),13,2019,7,19,4,12.0,16.0
3008,2019-07-19,Dallas (TX),ThinkPad Laptop,1,2019,7,19,4,1.0,1.0
3007,2019-07-19,Dallas (TX),AAA Batteries (4-pack),8,2019,7,19,4,4.0,3.0
3006,2019-07-19,Boston (MA),ThinkPad Laptop,1,2019,7,19,4,1.0,2.0
3005,2019-07-19,Boston (MA),AAA Batteries (4-pack),6,2019,7,19,4,5.0,11.0
3004,2019-07-19,Austin (TX),AAA Batteries (4-pack),3,2019,7,19,4,6.0,4.0
3003,2019-07-19,Atlanta (GA),AAA Batteries (4-pack),9,2019,7,19,4,4.0,2.0
3010,2019-07-19,Los Angeles (CA),ThinkPad Laptop,1,2019,7,19,4,1.0,3.0
3033,2019-07-20,San Francisco (CA),ThinkPad Laptop,1,2019,7,20,5,3.0,2.0
3034,2019-07-20,Seattle (WA),AAA Batteries (4-pack),8,2019,7,20,5,4.0,8.0
3032,2019-07-20,San Francisco (CA),AAA Batteries (4-pack),27,2019,7,20,5,21.0,13.0
3031,2019-07-20,Portland (OR),AAA Batteries (4-pack),7,2019,7,20,5,4.0,1.0
3029,2019-07-20,New York City (NY),AAA Batteries (4-pack),10,2019,7,20,5,8.0,6.0
3028,2019-07-20,Los Angeles (CA),ThinkPad Laptop,1,2019,7,20,5,1.0,3.0
3027,2019-07-20,Los Angeles (CA),AAA Batteries (4-pack),10,2019,7,20,5,13.0,17.0
3030,2019-07-20,New York City (NY),ThinkPad Laptop,2,2019,7,20,5,1.0,3.0
3025,2019-07-20,Dallas (TX),AAA Batteries (4-pack),4,2019,7,20,5,8.0,8.0
3024,2019-07-20,Boston (MA),ThinkPad Laptop,3,2019,7,20,5,1.0,1.0
3023,2019-07-20,Boston (MA),AAA Batteries (4-pack),5,2019,7,20,5,6.0,6.0
3022,2019-07-20,Austin (TX),ThinkPad Laptop,1,2019,7,20,5,1.0,1.0
3021,2019-07-20,Austin (TX),AAA Batteries (4-pack),7,2019,7,20,5,3.0,1.0
3020,2019-07-20,Atlanta (GA),ThinkPad Laptop,1,2019,7,20,5,1.0,1.0
3019,2019-07-20,Atlanta (GA),AAA Batteries (4-pack),12,2019,7,20,5,9.0,11.0
3026,2019-07-20,Dallas (TX),ThinkPad Laptop,1,2019,7,20,5,1.0,1.0
3047,2019-07-21,Seattle (WA),AAA Batteries (4-pack),1,2019,7,21,6,8.0,5.0
3046,2019-07-21,San Francisco (CA),ThinkPad Laptop,2,2019,7,21,6,1.0,2.0
3045,2019-07-21,San Francisco (CA),AAA Batteries (4-pack),15,2019,7,21,6,27.0,27.0
3044,2019-07-21,Portland (OR),AAA Batteries (4-pack),2,2019,7,21,6,7.0,2.0
3043,2019-07-21,Portland (ME),AAA Batteries (4-pack),1,2019,7,21,6,1.0,1.0
3042,2019-07-21,New York City (NY),AAA Batteries (4-pack),9,2019,7,21,6,10.0,3.0
3038,2019-07-21,Austin (TX),ThinkPad Laptop,1,2019,7,21,6,1.0,1.0
3040,2019-07-21,Boston (MA),ThinkPad Laptop,1,2019,7,21,6,3.0,1.0
3039,2019-07-21,Boston (MA),AAA Batteries (4-pack),6,2019,7,21,6,5.0,7.0
3037,2019-07-21,Austin (TX),AAA Batteries (4-pack),2,2019,7,21,6,7.0,5.0
3036,2019-07-21,Atlanta (GA),ThinkPad Laptop,1,2019,7,21,6,1.0,1.0
3035,2019-07-21,Atlanta (GA),AAA Batteries (4-pack),2,2019,7,21,6,12.0,1.0
3041,2019-07-21,Los Angeles (CA),AAA Batteries (4-pack),4,2019,7,21,6,10.0,11.0
3058,2019-07-22,Portland (OR),AAA Batteries (4-pack),7,2019,7,22,0,2.0,2.0
3059,2019-07-22,Portland (OR),ThinkPad Laptop,2,2019,7,22,0,1.0,1.0
3057,2019-07-22,New York City (NY),ThinkPad Laptop,1,2019,7,22,0,2.0,2.0
3062,2019-07-22,Seattle (WA),AAA Batteries (4-pack),4,2019,7,22,0,1.0,11.0
3061,2019-07-22,San Francisco (CA),ThinkPad Laptop,3,2019,7,22,0,2.0,3.0
3060,2019-07-22,San Francisco (CA),AAA Batteries (4-pack),19,2019,7,22,0,15.0,19.0
3056,2019-07-22,New York City (NY),AAA Batteries (4-pack),14,2019,7,22,0,9.0,6.0
3049,2019-07-22,Atlanta (GA),ThinkPad Laptop,1,2019,7,22,0,1.0,1.0
3054,2019-07-22,Los Angeles (CA),AAA Batteries (4-pack),9,2019,7,22,0,4.0,22.0
3053,2019-07-22,Dallas (TX),AAA Batteries (4-pack),3,2019,7,22,0,4.0,1.0
3052,2019-07-22,Boston (MA),ThinkPad Laptop,1,2019,7,22,0,1.0,1.0
3051,2019-07-22,Boston (MA),AAA Batteries (4-pack),1,2019,7,22,0,6.0,10.0
3050,2019-07-22,Austin (TX),AAA Batteries (4-pack),4,2019,7,22,0,2.0,6.0
3048,2019-07-22,Atlanta (GA),AAA Batteries (4-pack),10,2019,7,22,0,2.0,5.0
3055,2019-07-22,Los Angeles (CA),ThinkPad Laptop,2,2019,7,22,0,1.0,1.0
3079,2019-07-23,Seattle (WA),ThinkPad Laptop,1,2019,7,23,1,1.0,1.0
3078,2019-07-23,Seattle (WA),AAA Batteries (4-pack),7,2019,7,23,1,4.0,12.0
3077,2019-07-23,San Francisco (CA),ThinkPad Laptop,1,2019,7,23,1,3.0,1.0
3076,2019-07-23,San Francisco (CA),AAA Batteries (4-pack),21,2019,7,23,1,19.0,13.0
3075,2019-07-23,Portland (OR),AAA Batteries (4-pack),5,2019,7,23,1,7.0,8.0
3074,2019-07-23,Portland (ME),AAA Batteries (4-pack),1,2019,7,23,1,1.0,2.0
3073,2019-07-23,New York City (NY),ThinkPad Laptop,1,2019,7,23,1,1.0,3.0
3072,2019-07-23,New York City (NY),AAA Batteries (4-pack),10,2019,7,23,1,14.0,10.0
3071,2019-07-23,Los Angeles (CA),ThinkPad Laptop,2,2019,7,23,1,2.0,2.0
3070,2019-07-23,Los Angeles (CA),AAA Batteries (4-pack),10,2019,7,23,1,9.0,8.0
3069,2019-07-23,Dallas (TX),AAA Batteries (4-pack),4,2019,7,23,1,3.0,3.0
3068,2019-07-23,Boston (MA),ThinkPad Laptop,2,2019,7,23,1,1.0,1.0
3067,2019-07-23,Boston (MA),AAA Batteries (4-pack),10,2019,7,23,1,1.0,17.0
3066,2019-07-23,Austin (TX),ThinkPad Laptop,2,2019,7,23,1,1.0,1.0
3065,2019-07-23,Austin (TX),AAA Batteries (4-pack),4,2019,7,23,1,4.0,7.0
3064,2019-07-23,Atlanta (GA),ThinkPad Laptop,1,2019,7,23,1,1.0,2.0
3063,2019-07-23,Atlanta (GA),AAA Batteries (4-pack),3,2019,7,23,1,10.0,4.0
3094,2019-07-24,Seattle (WA),AAA Batteries (4-pack),4,2019,7,24,2,7.0,4.0
3093,2019-07-24,San Francisco (CA),ThinkPad Laptop,2,2019,7,24,2,1.0,2.0
3092,2019-07-24,San Francisco (CA),AAA Batteries (4-pack),17,2019,7,24,2,21.0,11.0
3091,2019-07-24,Portland (OR),ThinkPad Laptop,1,2019,7,24,2,2.0,1.0
3090,2019-07-24,Portland (OR),AAA Batteries (4-pack),2,2019,7,24,2,5.0,2.0
3089,2019-07-24,New York City (NY),ThinkPad Laptop,3,2019,7,24,2,1.0,3.0
3088,2019-07-24,New York City (NY),AAA Batteries (4-pack),9,2019,7,24,2,10.0,7.0
3095,2019-07-24,Seattle (WA),ThinkPad Laptop,1,2019,7,24,2,1.0,1.0
3086,2019-07-24,Los Angeles (CA),AAA Batteries (4-pack),4,2019,7,24,2,10.0,13.0
3085,2019-07-24,Dallas (TX),ThinkPad Laptop,2,2019,7,24,2,1.0,3.0
3084,2019-07-24,Dallas (TX),AAA Batteries (4-pack),8,2019,7,24,2,4.0,2.0
3083,2019-07-24,Boston (MA),AAA Batteries (4-pack),9,2019,7,24,2,10.0,9.0
3082,2019-07-24,Austin (TX),ThinkPad Laptop,1,2019,7,24,2,2.0,1.0
3081,2019-07-24,Austin (TX),AAA Batteries (4-pack),1,2019,7,24,2,4.0,2.0
3080,2019-07-24,Atlanta (GA),AAA Batteries (4-pack),2,2019,7,24,2,3.0,7.0
3087,2019-07-24,Los Angeles (CA),ThinkPad Laptop,1,2019,7,24,2,2.0,2.0
3112,2019-07-25,Seattle (WA),AAA Batteries (4-pack),2,2019,7,25,3,4.0,4.0
3110,2019-07-25,Portland (OR),ThinkPad Laptop,2,2019,7,25,3,1.0,1.0
3109,2019-07-25,Portland (OR),AAA Batteries (4-pack),1,2019,7,25,3,2.0,7.0
3108,2019-07-25,Portland (ME),ThinkPad Laptop,1,2019,7,25,3,1.0,1.0
3107,2019-07-25,Portland (ME),AAA Batteries (4-pack),2,2019,7,25,3,1.0,1.0
3106,2019-07-25,New York City (NY),ThinkPad Laptop,3,2019,7,25,3,3.0,2.0
3105,2019-07-25,New York City (NY),AAA Batteries (4-pack),7,2019,7,25,3,9.0,9.0
3104,2019-07-25,Los Angeles (CA),ThinkPad Laptop,1,2019,7,25,3,1.0,2.0
3111,2019-07-25,San Francisco (CA),AAA Batteries (4-pack),21,2019,7,25,3,17.0,22.0
3102,2019-07-25,Dallas (TX),AAA Batteries (4-pack),3,2019,7,25,3,8.0,4.0
3101,2019-07-25,Boston (MA),ThinkPad Laptop,1,2019,7,25,3,2.0,1.0
3100,2019-07-25,Boston (MA),AAA Batteries (4-pack),16,2019,7,25,3,9.0,5.0
3099,2019-07-25,Austin (TX),ThinkPad Laptop,1,2019,7,25,3,1.0,1.0
3098,2019-07-25,Austin (TX),AAA Batteries (4-pack),3,2019,7,25,3,1.0,6.0
3097,2019-07-25,Atlanta (GA),ThinkPad Laptop,1,2019,7,25,3,1.0,2.0
3096,2019-07-25,Atlanta (GA),AAA Batteries (4-pack),5,2019,7,25,3,2.0,4.0
3103,2019-07-25,Los Angeles (CA),AAA Batteries (4-pack),11,2019,7,25,3,4.0,12.0
3127,2019-07-26,Seattle (WA),ThinkPad Laptop,1,2019,7,26,4,1.0,2.0
3126,2019-07-26,Seattle (WA),AAA Batteries (4-pack),9,2019,7,26,4,2.0,4.0
3125,2019-07-26,San Francisco (CA),ThinkPad Laptop,5,2019,7,26,4,2.0,4.0
3124,2019-07-26,San Francisco (CA),AAA Batteries (4-pack),28,2019,7,26,4,21.0,21.0
3123,2019-07-26,Portland (OR),ThinkPad Laptop,1,2019,7,26,4,2.0,2.0
3122,2019-07-26,Portland (OR),AAA Batteries (4-pack),6,2019,7,26,4,1.0,4.0
3121,2019-07-26,Portland (ME),AAA Batteries (4-pack),1,2019,7,26,4,2.0,2.0
3119,2019-07-26,New York City (NY),AAA Batteries (4-pack),8,2019,7,26,4,7.0,8.0
3118,2019-07-26,Los Angeles (CA),AAA Batteries (4-pack),11,2019,7,26,4,11.0,13.0
3117,2019-07-26,Dallas (TX),ThinkPad Laptop,2,2019,7,26,4,2.0,1.0
3116,2019-07-26,Dallas (TX),AAA Batteries (4-pack),12,2019,7,26,4,3.0,4.0
3115,2019-07-26,Boston (MA),ThinkPad Laptop,2,2019,7,26,4,1.0,1.0
3114,2019-07-26,Boston (MA),AAA Batteries (4-pack),21,2019,7,26,4,16.0,6.0
3113,2019-07-26,Atlanta (GA),AAA Batteries (4-pack),3,2019,7,26,4,5.0,9.0
3120,2019-07-26,New York City (NY),ThinkPad Laptop,1,2019,7,26,4,3.0,1.0
3137,2019-07-27,Portland (ME),AAA Batteries (4-pack),1,2019,7,27,5,1.0,2.0
3142,2019-07-27,Seattle (WA),ThinkPad Laptop,1,2019,7,27,5,1.0,2.0
3141,2019-07-27,Seattle (WA),AAA Batteries (4-pack),4,2019,7,27,5,9.0,8.0
3140,2019-07-27,San Francisco (CA),ThinkPad Laptop,2,2019,7,27,5,5.0,3.0
3139,2019-07-27,San Francisco (CA),AAA Batteries (4-pack),15,2019,7,27,5,28.0,27.0
3138,2019-07-27,Portland (OR),AAA Batteries (4-pack),3,2019,7,27,5,6.0,7.0
3136,2019-07-27,New York City (NY),AAA Batteries (4-pack),16,2019,7,27,5,8.0,10.0
3132,2019-07-27,Dallas (TX),AAA Batteries (4-pack),2,2019,7,27,5,12.0,8.0
3134,2019-07-27,Los Angeles (CA),AAA Batteries (4-pack),15,2019,7,27,5,11.0,10.0
3133,2019-07-27,Dallas (TX),ThinkPad Laptop,2,2019,7,27,5,2.0,1.0
3135,2019-07-27,Los Angeles (CA),ThinkPad Laptop,2,2019,7,27,5,1.0,1.0
3131,2019-07-27,Boston (MA),ThinkPad Laptop,1,2019,7,27,5,2.0,1.0
3130,2019-07-27,Boston (MA),AAA Batteries (4-pack),7,2019,7,27,5,21.0,5.0
3129,2019-07-27,Austin (TX),AAA Batteries (4-pack),2,2019,7,27,5,3.0,3.0
3128,2019-07-27,Atlanta (GA),AAA Batteries (4-pack),13,2019,7,27,5,3.0,12.0
3156,2019-07-28,San Francisco (CA),ThinkPad Laptop,1,2019,7,28,6,2.0,1.0
3155,2019-07-28,San Francisco (CA),AAA Batteries (4-pack),13,2019,7,28,6,15.0,15.0
3154,2019-07-28,Portland (OR),ThinkPad Laptop,1,2019,7,28,6,1.0,3.0
3153,2019-07-28,Portland (OR),AAA Batteries (4-pack),4,2019,7,28,6,3.0,2.0
3152,2019-07-28,Portland (ME),AAA Batteries (4-pack),5,2019,7,28,6,1.0,3.0
3151,2019-07-28,New York City (NY),ThinkPad Laptop,3,2019,7,28,6,1.0,1.0
3150,2019-07-28,New York City (NY),AAA Batteries (4-pack),11,2019,7,28,6,16.0,9.0
3157,2019-07-28,Seattle (WA),AAA Batteries (4-pack),5,2019,7,28,6,4.0,1.0
3148,2019-07-28,Los Angeles (CA),AAA Batteries (4-pack),12,2019,7,28,6,15.0,4.0
3147,2019-07-28,Dallas (TX),AAA Batteries (4-pack),6,2019,7,28,6,2.0,4.0
3146,2019-07-28,Boston (MA),AAA Batteries (4-pack),5,2019,7,28,6,7.0,6.0
3145,2019-07-28,Austin (TX),AAA Batteries (4-pack),2,2019,7,28,6,2.0,7.0
3144,2019-07-28,Atlanta (GA),ThinkPad Laptop,1,2019,7,28,6,1.0,2.0
3143,2019-07-28,Atlanta (GA),AAA Batteries (4-pack),11,2019,7,28,6,13.0,2.0
3149,2019-07-28,Los Angeles (CA),ThinkPad Laptop,3,2019,7,28,6,2.0,1.0
3171,2019-07-29,Seattle (WA),AAA Batteries (4-pack),4,2019,7,29,0,5.0,4.0
3170,2019-07-29,San Francisco (CA),ThinkPad Laptop,3,2019,7,29,0,1.0,2.0
3169,2019-07-29,San Francisco (CA),AAA Batteries (4-pack),25,2019,7,29,0,13.0,19.0
3168,2019-07-29,Portland (OR),ThinkPad Laptop,1,2019,7,29,0,1.0,1.0
3167,2019-07-29,Portland (OR),AAA Batteries (4-pack),10,2019,7,29,0,4.0,7.0
3166,2019-07-29,Portland (ME),AAA Batteries (4-pack),1,2019,7,29,0,5.0,1.0
3165,2019-07-29,New York City (NY),ThinkPad Laptop,1,2019,7,29,0,3.0,2.0
3164,2019-07-29,New York City (NY),AAA Batteries (4-pack),13,2019,7,29,0,11.0,14.0
3162,2019-07-29,Dallas (TX),AAA Batteries (4-pack),6,2019,7,29,0,6.0,3.0
3161,2019-07-29,Boston (MA),AAA Batteries (4-pack),9,2019,7,29,0,5.0,1.0
3160,2019-07-29,Austin (TX),AAA Batteries (4-pack),3,2019,7,29,0,2.0,2.0
3159,2019-07-29,Atlanta (GA),ThinkPad Laptop,2,2019,7,29,0,1.0,1.0
3158,2019-07-29,Atlanta (GA),AAA Batteries (4-pack),3,2019,7,29,0,11.0,10.0
3163,2019-07-29,Los Angeles (CA),AAA Batteries (4-pack),23,2019,7,29,0,12.0,9.0
3181,2019-07-30,New York City (NY),ThinkPad Laptop,2,2019,7,30,1,1.0,1.0
3186,2019-07-30,Seattle (WA),AAA Batteries (4-pack),3,2019,7,30,1,4.0,7.0
3185,2019-07-30,San Francisco (CA),ThinkPad Laptop,6,2019,7,30,1,3.0,3.0
3184,2019-07-30,San Francisco (CA),AAA Batteries (4-pack),16,2019,7,30,1,25.0,21.0
3183,2019-07-30,Portland (OR),AAA Batteries (4-pack),2,2019,7,30,1,10.0,5.0
3182,2019-07-30,Portland (ME),AAA Batteries (4-pack),7,2019,7,30,1,1.0,1.0
3180,2019-07-30,New York City (NY),AAA Batteries (4-pack),14,2019,7,30,1,13.0,10.0
3176,2019-07-30,Dallas (TX),AAA Batteries (4-pack),18,2019,7,30,1,6.0,4.0
3178,2019-07-30,Los Angeles (CA),AAA Batteries (4-pack),12,2019,7,30,1,23.0,10.0
3177,2019-07-30,Dallas (TX),ThinkPad Laptop,2,2019,7,30,1,2.0,3.0
3175,2019-07-30,Boston (MA),ThinkPad Laptop,2,2019,7,30,1,1.0,3.0
3174,2019-07-30,Boston (MA),AAA Batteries (4-pack),10,2019,7,30,1,9.0,10.0
3173,2019-07-30,Austin (TX),AAA Batteries (4-pack),6,2019,7,30,1,3.0,4.0
3172,2019-07-30,Atlanta (GA),AAA Batteries (4-pack),5,2019,7,30,1,3.0,3.0
3179,2019-07-30,Los Angeles (CA),ThinkPad Laptop,2,2019,7,30,1,3.0,1.0
3201,2019-07-31,Seattle (WA),AAA Batteries (4-pack),9,2019,7,31,2,3.0,4.0
3200,2019-07-31,San Francisco (CA),AAA Batteries (4-pack),35,2019,7,31,2,16.0,17.0
3199,2019-07-31,Portland (OR),ThinkPad Laptop,1,2019,7,31,2,1.0,1.0
3197,2019-07-31,New York City (NY),ThinkPad Laptop,3,2019,7,31,2,2.0,1.0
3196,2019-07-31,New York City (NY),AAA Batteries (4-pack),11,2019,7,31,2,14.0,9.0
3195,2019-07-31,Los Angeles (CA),ThinkPad Laptop,5,2019,7,31,2,2.0,2.0
3194,2019-07-31,Los Angeles (CA),AAA Batteries (4-pack),9,2019,7,31,2,12.0,4.0
3198,2019-07-31,Portland (OR),AAA Batteries (4-pack),7,2019,7,31,2,2.0,2.0
3192,2019-07-31,Dallas (TX),AAA Batteries (4-pack),11,2019,7,31,2,18.0,8.0
3191,2019-07-31,Boston (MA),AAA Batteries (4-pack),6,2019,7,31,2,10.0,9.0
3190,2019-07-31,Austin (TX),ThinkPad Laptop,1,2019,7,31,2,1.0,1.0
3189,2019-07-31,Austin (TX),AAA Batteries (4-pack),5,2019,7,31,2,6.0,4.0
3188,2019-07-31,Atlanta (GA),ThinkPad Laptop,2,2019,7,31,2,2.0,1.0
3187,2019-07-31,Atlanta (GA),AAA Batteries (4-pack),7,2019,7,31,2,5.0,2.0
3193,2019-07-31,Dallas (TX),ThinkPad Laptop,1,2019,7,31,2,2.0,1.0
3211,2019-08-01,Seattle (WA),AAA Batteries (4-pack),20,2019,8,1,3,9.0,2.0
3210,2019-08-01,San Francisco (CA),ThinkPad Laptop,3,2019,8,1,3,6.0,1.0
3209,2019-08-01,San Francisco (CA),AAA Batteries (4-pack),21,2019,8,1,3,35.0,21.0
3208,2019-08-01,Portland (OR),AAA Batteries (4-pack),2,2019,8,1,3,7.0,1.0
3207,2019-08-01,New York City (NY),AAA Batteries (4-pack),9,2019,8,1,3,11.0,7.0
3206,2019-08-01,Los Angeles (CA),AAA Batteries (4-pack),6,2019,8,1,3,9.0,11.0
3204,2019-08-01,Dallas (TX),AAA Batteries (4-pack),6,2019,8,1,3,11.0,3.0
3203,2019-08-01,Boston (MA),AAA Batteries (4-pack),19,2019,8,1,3,6.0,16.0
3202,2019-08-01,Atlanta (GA),AAA Batteries (4-pack),2,2019,8,1,3,7.0,5.0
3205,2019-08-01,Dallas (TX),ThinkPad Laptop,1,2019,8,1,3,1.0,1.0
3219,2019-08-02,New York City (NY),AAA Batteries (4-pack),6,2019,8,2,4,9.0,8.0
3223,2019-08-02,Seattle (WA),AAA Batteries (4-pack),4,2019,8,2,4,20.0,9.0
3222,2019-08-02,San Francisco (CA),ThinkPad Laptop,2,2019,8,2,4,3.0,2.0
3221,2019-08-02,San Francisco (CA),AAA Batteries (4-pack),19,2019,8,2,4,21.0,28.0
3220,2019-08-02,Portland (OR),AAA Batteries (4-pack),6,2019,8,2,4,2.0,6.0
3218,2019-08-02,Los Angeles (CA),AAA Batteries (4-pack),8,2019,8,2,4,6.0,11.0
3224,2019-08-02,Seattle (WA),ThinkPad Laptop,2,2019,8,2,4,1.0,1.0
3216,2019-08-02,Boston (MA),ThinkPad Laptop,3,2019,8,2,4,2.0,1.0
3212,2019-08-02,Atlanta (GA),AAA Batteries (4-pack),2,2019,8,2,4,2.0,3.0
3213,2019-08-02,Austin (TX),AAA Batteries (4-pack),1,2019,8,2,4,5.0,1.0
3217,2019-08-02,Dallas (TX),AAA Batteries (4-pack),4,2019,8,2,4,6.0,12.0
3215,2019-08-02,Boston (MA),AAA Batteries (4-pack),3,2019,8,2,4,19.0,21.0
3214,2019-08-02,Austin (TX),ThinkPad Laptop,2,2019,8,2,4,1.0,1.0
3241,2019-08-03,Seattle (WA),ThinkPad Laptop,3,2019,8,3,5,2.0,1.0
3240,2019-08-03,Seattle (WA),AAA Batteries (4-pack),2,2019,8,3,5,4.0,4.0
3239,2019-08-03,San Francisco (CA),ThinkPad Laptop,4,2019,8,3,5,2.0,5.0
3238,2019-08-03,San Francisco (CA),AAA Batteries (4-pack),11,2019,8,3,5,19.0,15.0
3237,2019-08-03,Portland (OR),ThinkPad Laptop,1,2019,8,3,5,1.0,2.0
3235,2019-08-03,New York City (NY),ThinkPad Laptop,2,2019,8,3,5,3.0,3.0
3234,2019-08-03,New York City (NY),AAA Batteries (4-pack),7,2019,8,3,5,6.0,16.0
3233,2019-08-03,Los Angeles (CA),ThinkPad Laptop,1,2019,8,3,5,5.0,2.0
3236,2019-08-03,Portland (OR),AAA Batteries (4-pack),1,2019,8,3,5,6.0,3.0
3231,2019-08-03,Dallas (TX),ThinkPad Laptop,1,2019,8,3,5,1.0,1.0
3230,2019-08-03,Dallas (TX),AAA Batteries (4-pack),6,2019,8,3,5,4.0,2.0
3229,2019-08-03,Boston (MA),ThinkPad Laptop,1,2019,8,3,5,3.0,1.0
3228,2019-08-03,Boston (MA),AAA Batteries (4-pack),3,2019,8,3,5,3.0,7.0
3227,2019-08-03,Austin (TX),ThinkPad Laptop,1,2019,8,3,5,2.0,1.0
3226,2019-08-03,Austin (TX),AAA Batteries (4-pack),4,2019,8,3,5,1.0,3.0
3225,2019-08-03,Atlanta (GA),AAA Batteries (4-pack),8,2019,8,3,5,2.0,13.0
3232,2019-08-03,Los Angeles (CA),AAA Batteries (4-pack),9,2019,8,3,5,8.0,15.0
3251,2019-08-04,New York City (NY),AAA Batteries (4-pack),8,2019,8,4,6,7.0,11.0
